loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-10862,Refinance,241087.97,3.509,2024-06-08
LNK-91573,Refinance,540523.21,3.930,2022-02-24
LNK-20536,Fixed Purchase,481664.60,7.709,2020-09-11
LNK-72511,ARM,178838.66,3.974,2021-01-10
LNK-5722,Jumbo Purchase,268423.68,4.381,2020-09-23
LNK-49393,Fixed Refinance,305927.11,6.043,2026-02-24
LNK-77350,Refinance,861516.40,6.678,2019-08-04
LNK-73420,ARM,246231.41,5.884,
LNK-20410,Refinance,293687.71,5.522,2023-11-16
LNK-57333,FHA Purchase,325119.03,7.934,2019-06-18
LNK-17704,Refinance,274298.03,5.842,2026-04-24
LNK-6482,ARM,227891.98,5.521,2023-05-22
LNK-41404,Refinance,214361.38,6.482%,2024-10-30
LNK-48795,Refinance,181255.41,6.091,2019-10-06
LNK-6229,Fixed Purchase,140590.40,4.704,2022-03-06
LNK-47898,Fixed Purchase,1125310.87,7.639,2021-06-07
LNK-28535,Refinance,463820.18,6.826,2020-06-16
LNK-90399, Fixed Refinance ,431629.62,4.139,2020-03-30
LNK-33706,Fixed Purchase,334821.23,6.529,2022-02-06
LNK-88416,Refinance,442154.87,4.429,2019-10-31
LNK-14473,Fixed Purchase,292895.88,4.873,2021-12-20
LNK-47357,Fixed Purchase,608990.76,5.458,2026-03-28
LNK-74385,FIXED PURCHASE,496258.42,6.549,2023-12-14
LNK-54264,Fixed Purchase,124011.93,4.840,2024-01-01
LNK-82351,ARM,680268.51,4.545%,2020-09-12
LNK-99235,Jumbo Purchase,392432.53,7.839,2024-07-02
LNK-21257,ARM,474355.57,,2021-07-14
LNK-32029,FHA Purchase,522617.51,6.218,2023-01-10
LNK-22299,Fixed Purchase,114529.15,6.565,2023-02-05
LNK-24206,FHA Purchase,128044.38,7.084,2026-04-07
LNK-55040,Refinance,602619.43,4.595,2023-05-17
LNK-4248,Refinance,"$277,204.70",5.931,2021-02-15
LNK-24509,Fixed Purchase,470060.38,0.0588,2019-09-16
LNK-97542,Refinance,352331.02,6.647,2019-03-09
LNK-44540,Fixed Purchase,744549.69,7.261,2024-11-12
LNK-54964,Refinance,552726.64,5.717,2019-10-23
LNK-88806,Fixed Purchase,434799.87,7.743,2019-07-07
LNK-97345,Refinance,"$92,685.38",7.019,2020-02-03
LNK-33527,Fixed Purchase,401207.73,4.213,2024-07-29
LNK-35970,Refinance,118763.91,4.749,2023-07-05
LNK-21866, FHA Purchase ,393142.35,7.388,
LNK-92917,Refinance,264494.49,3.965,2023-08-28
LNK-15168,ARM,173278.28,0.0525,2020-06-30
LNK-51140,Jumbo Purchase,"$412,656.21",3.818,06/17/2024
LNK-6075,Fixed Purchase,580483.27,6.333,2022-03-08
LNK-62694,Fixed Refinance,498321.05,4.225,2026-03-05
LNK-30154,ARM,213000.76,5.659,2025-09-08
LNK-27158,ARM,593409.46,5.996,2022-11-25
LNK-61332,Refinance,187668.03,7.307,2025-12-10
LNK-46830,Fixed Refinance,373751.71,6.481,2026-05-24
LNK-41001,Fixed Purchase,145283.33,7.420,2024-04-27
LNK-30831,Fixed Purchase,94354.46,4.662,2021-10-26
LNK-30219,Fixed Refinance,1242333.51,7.099%,2020-12-21
LNK-4101,Fixed Purchase,360473.49,4.774,2023-12-27
LNK-87511,ARM,191332.00,4.305,2020-03-27
LNK-26313,Fixed Purchase,479695.11,5.384,2021-06-22
LNK-53227,Refinance,114071.56,4.265,2025-11-01
LNK-44025,ARM,157976.47,5.438,2022-01-09
LNK-37517,Fixed Purchase,759201.20,7.455,2024-02-22
LNK-10099,Fixed Refinance,202621.66,4.027,2026-02-26
LNK-37585,Jumbo Purchase,394294.97,4.749,2023-08-14
LNK-47025,ARM,617680.42,6.197,2022-02-17
LNK-85080,ARM,"$551,840.18",4.707,2021-06-29
LNK-67768,Refinance,164698.79,3.420,2019-07-01
LNK-53386,ARM,1074897.38,4.873,2020-02-06
LNK-90065,Fixed Purchase,1235429.03,7.882,2020-06-27
LNK-71282,Fixed Purchase,1185228.49,4.454,2024-02-25
LNK-44404,Fixed Refinance,98061.21,6.487,2023-07-19
LNK-4617,Jumbo Purchase,420343.86,3.756,2026-01-13
LNK-16118,Jumbo Purchase,990721.80,4.924,2025-11-13
LNK-35237,Fixed Refinance,506415.14,6.923,2019-08-13
LNK-24405,Jumbo Purchase,956364.00,5.774%,
LNK-77099,Fixed Purchase,383952.90,6.836,2021-04-18
LNK-35795,ARM,373704.10,5.828,2025-07-04
LNK-6014,Fixed Refinance,487947.82,4.682,2021-12-31
LNK-15208,ARM,114136.10,4.774,2024-08-15
LNK-79193,Fixed Purchase,464756.53,6.068,2022-04-12
LNK-57959,ARM,445218.97,6.719,2019-09-26
LNK-46309,Jumbo Purchase,131710.18,4.528,2019-11-12
LNK-96491,Fixed Purchase,457938.93,7.556,2024-11-02
LNK-42114,Fixed Purchase,307847.11,7.803,2024-04-25
LNK-58199,ARM,429906.18,3.333,2021-08-09
LNK-80457,Refinance,264694.39,6.023,2022-08-29
LNK-68033,Refinance,368638.93,5.232,2025-05-12
LNK-16157,Fixed Refinance,176879.36,5.337,2022-03-26
LNK-51488,Fixed Purchase,27319.68,4.474%,10/20/2020
LNK-76574,Fixed Purchase,605665.26,6.764,2020-09-20
LNK-25914,Fixed Purchase,"$616,668.58",5.668%,2023-02-23
LNK-34386,Refinance,103558.66,4.775,2023-03-08
LNK-6817,FHA Purchase,370498.98,3.858,2024-08-07
LNK-93901,FHA Purchase,581379.04,7.970,02/15/2025
LNK-58154,ARM,462416.48,4.172,2025-06-07
LNK-1221,Fixed Refinance,474770.93,4.755,2020-04-05
LNK-69146,Jumbo Purchase,159591.46,5.090,2023-07-04
LNK-71575, Fixed Purchase ,276205.55,6.395,2021-03-10
LNK-91027,Fixed Purchase,585580.82,3.848,01/14/2025
LNK-95297,Refinance,597328.68,4.978,
LNK-98248,Refinance,589720.16,4.844,2020-08-28
LNK-97605,ARM,925936.17,4.240%,2023-12-31
LNK-88900,Fixed Purchase,474401.55,8.068,2023-12-18
LNK-26825,Fixed Refinance,604142.96,6.986,2020-07-25
LNK-48739,Refinance,161847.02,7.354,2024-11-21
LNK-57531,FIXED PURCHASE,598650.98,4.135,2023-08-05
LNK-10171,Fixed Purchase,"$178,567.76",6.220,2020-07-14
LNK-88062,Jumbo Purchase,239862.79,7.329,2022-05-21
LNK-44279,Fixed Purchase,384215.37,3.867,2019-01-11
LNK-82678,Fixed Purchase,427697.04,4.290,2022-03-24
LNK-42145,ARM,452996.10,3.542%,2022-02-09
LNK-17334,FHA Purchase,405406.86,5.840,2023-11-22
LNK-95339,Refinance,339681.78,3.878,2024-09-30
LNK-40363,Fixed Purchase,223852.39,4.386,2024-03-03
LNK-67469,Fixed Purchase,172370.24,5.575,2022-12-29
LNK-41538,Fixed Purchase,426836.39,4.593,2026-01-16
LNK-88410,Fixed Purchase,487656.25,7.545,2022-05-18
LNK-54528,Refinance,278949.63,4.807,2020-08-11
LNK-43753,Refinance,284562.59,4.761,2020-10-29
LNK-53743,Fixed Purchase,203295.72,7.652%,2025-11-17
LNK-92384,FHA Purchase,"$537,647.32",6.805,2020-04-11
LNK-39752,Jumbo Purchase,147362.62,3.826,2022-11-27
LNK-73667,ARM,522115.71,5.311,2022-11-02
LNK-17683,Fixed Purchase,483286.22,4.310,2020-08-06
LNK-26144,Fixed Purchase,197264.94,5.598,2020-04-02
LNK-56108,Fixed Refinance,736253.91,6.572,2024-10-04
LNK-88153,ARM,891316.64,3.138,2020-01-31
LNK-50695,FHA Purchase,194889.63,4.554%,2022-12-10
LNK-89777,Fixed Purchase,484215.94,6.272,2022-12-13
LNK-99059,Refinance,474776.44,5.681,2020-02-10
LNK-23810,Fixed Refinance,367928.73,7.257,2020-12-04
LNK-81676,Refinance,605865.25,4.256,2024-08-27
LNK-75593,ARM,458501.11,5.592,2020-03-15
LNK-40446,ARM,288094.06,3.942,2020-04-07
LNK-54225,Fixed Purchase,334257.41,5.907,2023-01-19
LNK-72819,Refinance,106725.58,3.863,2022-03-07
LNK-1053,Fixed Refinance,452569.91,4.303,2023-07-27
LNK-40829, Jumbo Purchase ,185999.97,7.409,2024-05-02
LNK-38606,ARM,91840.43,5.587,2023-06-12
LNK-28549,Refinance,130478.16,5.002,2025-08-15
LNK-57346,Fixed Refinance,562448.78,4.855,2021-03-26
LNK-77019,Refinance,615003.81,6.752,2024-08-06
LNK-80516,Fixed Refinance,396326.46,6.558,2026-03-22
LNK-86813,ARM,441672.20,6.754,2024-09-25
LNK-43237,Fixed Refinance,142799.62,5.389,2026-01-17
LNK-61946,Fixed Purchase,479722.12,5.917,2019-04-20
LNK-58905,ARM,448374.33,5.401,2020-01-30
LNK-58954,Refinance,363172.67,5.264,2022-04-17
LNK-89555,ARM,"$224,990.92",6.281,2025-02-16
LNK-29010,Fixed Refinance,615030.69,3.877,2024-01-18
LNK-68000,ARM,1095333.24,6.283,2022-05-26
LNK-63021,Fixed Purchase,315414.40,5.443,2020-03-24
LNK-97463,ARM,381274.39,4.838,2025-04-21
LNK-23241,Refinance,"$294,390.88",7.283,
LNK-87356,Fixed Refinance,237174.08,5.762,2020-06-09
LNK-12114,ARM,1363074.31,4.363,2020-02-03
LNK-38196,FHA Purchase,845383.11,0.0477,2022-07-02
LNK-68561,Jumbo Purchase,120042.63,5.219,2019-03-22
LNK-88012,Fixed Purchase,436905.77,5.989,2023-09-22
LNK-83960,Refinance,399574.24,4.911,2023-05-18
LNK-82167,Fixed Purchase,346271.86,4.646,2024-07-27
LNK-44933,Fixed Refinance,266653.59,4.853,2023-11-21
LNK-13240,REFINANCE,606147.39,6.801,2021-05-26
LNK-99453,Fixed Purchase,617981.82,4.733,2020-01-12
LNK-31784,Refinance,401647.59,5.666,2024-12-15
LNK-89184,Fixed Purchase,510673.69,5.063,2022-05-13
LNK-41687,Refinance,192041.19,5.900,2024-01-31
LNK-30444,Refinance,556279.66,5.465,2021-02-03
LNK-27100,Fixed Purchase,599732.63,5.783,2026-02-25
LNK-20313,Refinance,496478.75,5.664,2026-01-11
LNK-4201,Fixed Purchase,332430.38,6.997,2022-05-14
LNK-7057,ARM,545199.48,5.446,2023-08-17
LNK-33092,Fixed Purchase,170912.61,4.777,09/03/2021
LNK-63277,Fixed Purchase,216388.84,5.769,2025-04-12
LNK-81120,ARM,569525.76,4.109,2019-04-30
LNK-10545,Fixed Refinance,"$437,388.83",6.810,2024-06-13
LNK-60692,Fixed Purchase,564630.43,5.046%,2019-09-18
LNK-55321,ARM,279437.32,3.434,2020-07-29
LNK-83544,Refinance,352632.96,6.057,2025-07-05
LNK-76454,FHA Purchase,219717.31,4.786,2020-05-15
LNK-26485,Fixed Purchase,530298.78,7.255,2021-08-24
LNK-95155,Fixed Purchase,142145.50,4.944,2023-07-31
LNK-92272,Refinance,347341.84,7.195,2022-07-20
LNK-51328,ARM,216795.48,6.002,2020-08-16
LNK-65799,Fixed Refinance,1423444.13,5.823,2019-08-12
LNK-53383,Fixed Refinance,213226.57,4.637,2023-01-26
LNK-32979,Refinance,371177.22,5.170,2019-02-02
LNK-20342,ARM,608226.18,3.434,2021-08-22
LNK-86990,Jumbo Purchase,170721.57,5.130,2026-03-24
LNK-91128,Fixed Purchase,548547.85,7.841,2024-04-13
LNK-1726,FHA Purchase,263006.38,7.746,2020-02-16
LNK-99430,Refinance,355888.96,5.808,2025-02-21
LNK-14970,ARM,1163274.01,5.432,2026-03-10
LNK-56724,ARM,421138.51,3.404,2020-10-08
LNK-29683,Fixed Refinance,495669.94,3.920,2025-08-30
LNK-24053,Fixed Refinance,255878.53,0.0634,
LNK-92214,Refinance,260255.53,3.738,2023-02-14
LNK-68889,Jumbo Purchase,590445.08,4.727,2019-04-05
LNK-61889,Refinance,420245.64,7.297,2021-03-23
LNK-7582,Jumbo Purchase,111633.89,6.362,2020-09-03
LNK-74060,ARM,591775.28,5.759,2023-11-18
LNK-33662,FHA Purchase,527582.74,4.727,2021-04-12
LNK-16906,Jumbo Purchase,503435.24,5.900,2020-06-17
LNK-60829, Fixed Purchase ,200328.13,6.911,2021-02-14
LNK-18477,ARM,"$163,079.43",4.069,2025-12-05
LNK-61901,Fixed Purchase,396853.15,4.123,2024-04-04
LNK-88500,ARM,455767.60,5.739,2023-09-30
LNK-70616,Fixed Purchase,916290.03,4.772,2022-12-22
LNK-74259,FHA Purchase,602457.27,,2019-07-06
LNK-79047,REFINANCE,288801.66,6.085,2020-06-25
LNK-42588, Refinance ,395560.50,5.415,2022-10-21
LNK-99992,Fixed Purchase,254764.80,4.367,2020-04-23
LNK-59008,FHA Purchase,352077.68,4.972,2023-01-16
LNK-81301,Fixed Purchase,554160.97,7.063,2021-12-16
LNK-95276,ARM,173266.34,4.918,2020-09-11
LNK-67162,FHA Purchase,425608.92,4.572,2019-08-12
LNK-56933,Fixed Purchase,224219.82,5.648,2024-07-20
LNK-72810,ARM,464330.59,4.924,2020-08-29
LNK-59446,Fixed Purchase,549472.61,4.482,2024-09-14
LNK-21861,Refinance,439778.66,7.392,2019-01-17
LNK-98472,Refinance,307784.16,6.473,2020-01-22
LNK-63216,Fixed Purchase,449502.10,5.465,2025-08-15
LNK-59991,Fixed Purchase,1018186.54,6.829,2024-05-19
LNK-34972,FHA Purchase,1425816.41,6.604,2024-01-30
LNK-99536,Fixed Refinance,477860.96,5.677,2021-05-15
LNK-33406,Fixed Refinance,236380.40,6.375,2025-02-19
LNK-84579,ARM,298389.30,6.671,2023-06-22
LNK-37347,Jumbo Purchase,172173.27,4.989,2026-05-03
LNK-69327,Fixed Purchase,513588.73,7.759,2025-10-07
LNK-64517,Refinance,530148.29,5.358,2023-05-09
LNK-83149,Refinance,311342.76,6.644,2025-11-19
LNK-32358,Refinance,134726.89,7.293,2021-07-07
LNK-36992,Fixed Refinance,582907.17,5.989,2019-12-10
LNK-58654,ARM,570356.13,3.650,2020-06-07
LNK-11155,Fixed Purchase,218029.63,6.223,2025-03-06
LNK-94525,Fixed Purchase,142583.21,4.161,2026-05-30
LNK-38450,Fixed Refinance,"$275,169.84",0.0648,2019-03-08
LNK-31735,Refinance,181060.42,4.972,2019-12-08
LNK-36614,Fixed Refinance,252961.30,6.429,
LNK-45020,Fixed Purchase,602195.00,4.564,2021-01-28
LNK-42904,FHA PURCHASE,223734.95,,2019-03-15
LNK-71798,FIXED PURCHASE,176878.41,6.759%,2026-05-18
LNK-11561,Refinance,"$345,396.53",7.296,2023-01-17
LNK-19136,FHA Purchase,446179.72,4.131,2020-07-07
LNK-20769,Fixed Purchase,93498.61,7.487,2021-05-07
LNK-31311,Fixed Purchase,214352.42,7.483,01/15/2025
LNK-51205,Fixed Purchase,332932.67,3.845,2020-11-11
LNK-91957,Fixed Refinance,323217.28,3.479,01/16/2024
LNK-21028,Fixed Purchase,389645.30,3.972,2019-02-02
LNK-93591,Jumbo Purchase,316006.55,5.906,2025-06-28
LNK-29043,Refinance,240564.37,5.344,2025-08-17
LNK-9418,FHA Purchase,569214.13,4.759,09/06/2019
LNK-55377,ARM,253979.83,6.404,2023-09-05
LNK-54424,Fixed Purchase,418142.73,5.700,2023-11-22
LNK-44369,Fixed Purchase,187827.69,4.760,2021-06-18
LNK-72121,Refinance,578128.54,6.261,2024-04-02
LNK-62069,Fixed Purchase,465591.07,7.374,2026-04-26
LNK-55496,Fixed Refinance,512868.96,5.887,2022-03-02
LNK-9161,Fixed Purchase,343346.02,4.430,2024-07-08
LNK-28110,ARM,616665.47,3.875,2019-07-12
LNK-56069,ARM,224532.28,3.746,2024-08-24
LNK-52049,Fixed Purchase,315381.95,4.275,2021-07-06
LNK-77556,FHA Purchase,"$504,913.91",7.100,03/31/2025
LNK-92163,Fixed Purchase,454222.54,6.662,2019-07-26
LNK-3560,ARM,329567.57,3.510,2020-03-09
LNK-76456,Refinance,544237.26,0.0565,09/08/2024
LNK-50857,Refinance,550915.17,4.028,2022-04-11
LNK-63518,Fixed Refinance,351639.19,4.017,2023-01-29
LNK-1772,Fixed Purchase,538998.37,5.559,2019-01-27
LNK-47105,Fixed Refinance,267606.24,3.741,2023-03-06
LNK-40139,ARM,"$421,750.62",5.887,2024-12-09
LNK-99759,Fixed Purchase,513946.24,5.530,2024-02-23
LNK-52116,Refinance,449976.27,5.170,2019-02-10
LNK-55921, Refinance ,122225.94,5.007,2020-11-04
LNK-71545,ARM,104845.15,3.659,2025-06-11
LNK-98978,Refinance,466652.69,5.479,2022-04-26
LNK-97289,Jumbo Purchase,459922.86,6.889,2022-07-08
LNK-72582,Fixed Purchase,234682.70,7.754,2023-07-13
LNK-80069,Fixed Purchase,376267.53,6.586,2022-11-15
LNK-29906,Fixed Refinance,301410.55,4.606%,2019-06-01
LNK-64993,ARM,469601.09,5.026,2025-01-24
LNK-29760, Fixed Purchase ,380205.43,7.043,2020-10-17
LNK-36774,Jumbo Purchase,373863.96,7.370,05/29/2022
LNK-58125,FHA Purchase,948383.09,6.477,2022-12-22
LNK-64654,Fixed Refinance,588618.52,5.690,2019-01-22
LNK-4804,FHA Purchase,515882.35,6.210,2026-01-15
LNK-51968,Jumbo Purchase,210103.28,6.651,06/04/2025
LNK-45057,Fixed Refinance,363021.66,4.711,
LNK-88670,Fixed Refinance,328055.63,5.103,2023-08-15
LNK-90016, Fixed Purchase ,560352.47,5.691,2023-02-21
LNK-53994,ARM,384048.12,6.326,2025-07-21
LNK-95919,ARM,320442.78,4.911,2023-09-04
LNK-22632,Fixed Purchase,153011.33,4.313,2024-10-03
LNK-62261,Fixed Purchase,198763.76,6.997,2025-04-08
LNK-17728,FHA Purchase,406856.11,4.276,2025-05-30
LNK-82560,Refinance,147992.08,4.898,04/19/2022
LNK-71008,Fixed Refinance,161044.80,3.595,2022-06-03
LNK-4534,Fixed Purchase,523231.91,4.282,2022-11-29
LNK-52645,Fixed Purchase,342429.39,5.718,2022-10-15
LNK-78580,ARM,470217.92,5.919,2024-08-29
LNK-74975,Fixed Refinance,441963.10,6.311,2020-01-01
LNK-87900,Refinance,304151.15,4.982,2025-01-24
LNK-4552,Refinance,322056.47,3.754,2020-11-09
LNK-12003,Refinance,510944.95,5.644,2020-05-22
LNK-85246,Fixed Purchase,596015.05,7.046,2025-05-24
LNK-57179,Fixed Refinance,1176603.53,5.527,2019-03-19
LNK-18786,Fixed Purchase,528884.44,6.271,2019-12-13
LNK-61515,Refinance,1339579.47,3.493,2023-11-26
LNK-24819,Fixed Purchase,367427.44,4.146,2020-02-11
LNK-7590,Fixed Purchase,182727.88,4.421,2023-07-27
LNK-35099,Fixed Purchase,599200.98,6.853,2022-05-05
LNK-50689,ARM,305860.20,4.489,2020-05-10
LNK-43906,Fixed Purchase,404397.47,5.963,2024-08-28
LNK-28742,Fixed Purchase,"$117,438.11",5.521,2024-06-06
LNK-60598,Refinance,1093260.21,5.745,2020-02-20
LNK-43840,Refinance,505089.59,5.027%,2019-12-10
LNK-45236,Refinance,503841.65,5.562,2020-11-19
LNK-50692,Refinance,311707.56,5.207,2019-01-05
LNK-37471,FHA Purchase,417090.51,4.478,2019-09-04
LNK-99567,ARM,404859.25,4.507,2022-12-10
LNK-56255,Fixed Purchase,53766.04,4.452,2024-12-27
LNK-34065,Fixed Purchase,296488.12,4.357,2025-03-29
LNK-11735,Jumbo Purchase,197804.84,7.239,2022-11-04
LNK-62644,FHA Purchase,463648.44,6.631,2022-08-10
LNK-3540,ARM,1203476.05,5.492,2019-01-09
LNK-99176,Fixed Purchase,90124.56,6.168,2024-06-25
LNK-71702,Refinance,506208.30,3.710,2019-05-07
LNK-7826,Fixed Refinance,323169.57,7.288,2023-03-22
LNK-46870,ARM,179794.85,5.679%,2019-02-04
LNK-30389,ARM,1244515.56,5.906,2023-01-05
LNK-86215,Fixed Refinance,419501.56,4.285,2024-07-15
LNK-9993,Fixed Purchase,348668.26,6.386%,2019-01-30
LNK-86426,Jumbo Purchase,296906.11,6.226,2024-07-16
LNK-6276,Fixed Purchase,480265.93,6.373,2020-12-19
LNK-99858,Fixed Purchase,119801.39,6.229,2021-07-22
LNK-5067,Fixed Refinance,231765.47,3.492,2024-12-22
LNK-33411,Refinance,991691.58,6.092,2026-04-16
LNK-27130,FHA Purchase,316413.27,4.942,2024-10-23
LNK-3671,ARM,491076.62,3.931,2022-02-12
LNK-82439,Refinance,254189.45,4.739,2025-05-31
LNK-20973,FHA Purchase,205710.98,7.916,2021-10-20
LNK-32266,ARM,118621.61,3.203,2023-11-05
LNK-17544,Refinance,420068.95,4.402,2020-03-17
LNK-63070,FHA Purchase,530396.87,6.011%,2021-08-27
LNK-88747,Fixed Refinance,416468.11,0.0590,2025-06-29
LNK-15993,FHA Purchase,575442.19,7.622,2019-09-24
LNK-74920,Fixed Purchase,1138590.91,5.628,2020-02-22
LNK-29569,Refinance,242780.47,3.783,2023-08-11
LNK-61952,Refinance,957136.02,6.581,2025-12-15
LNK-92680,ARM,586607.90,4.780,2022-09-06
LNK-34586,Fixed Purchase,91574.39,6.329,2021-03-04
LNK-49351,Fixed Purchase,357260.43,5.844,2025-12-18
LNK-22992,Fixed Purchase,511408.69,5.106,2023-11-21
LNK-80415,Refinance,276392.85,5.565,2020-08-19
LNK-80593,Fixed Purchase,268451.67,3.785,2025-07-30
LNK-99032,Fixed Purchase,212002.24,6.184,2019-08-12
LNK-95156,Fixed Purchase,192198.97,7.166,2022-10-30
LNK-16012,ARM,455134.94,5.662,2025-06-27
LNK-22465,ARM,245302.90,3.488,2019-06-22
LNK-41768,Jumbo Purchase,426740.37,5.779,2021-05-23
LNK-76849,Fixed Refinance,594634.70,6.360,2021-04-20
LNK-4365,Jumbo Purchase,936309.33,0.0616,2020-08-06
LNK-41888,Fixed Purchase,398342.22,3.941,2019-05-02
LNK-76470,Fixed Purchase,202135.60,4.508%,2025-03-21
LNK-89781,Fixed Purchase,179201.42,4.190,2020-07-16
LNK-50192,Fixed Refinance,144368.42,4.620,2021-09-10
LNK-52990,ARM,176677.50,6.056,2025-12-27
LNK-94718,Jumbo Purchase,119976.97,7.770,2021-02-15
LNK-26995,ARM,285226.59,6.715,2021-09-28
LNK-10961,Fixed Refinance,399219.34,4.577,2020-08-31
LNK-78607,Fixed Purchase,510652.38,7.454,2025-07-20
LNK-91520,Fixed Purchase,128553.12,6.636,2019-09-23
LNK-83213,ARM,557095.82,0.0449,10/26/2024
LNK-32830,ARM,285025.12,5.748,2024-07-19
LNK-14356,Refinance,426386.50,5.999,2021-04-28
LNK-92382,Fixed Purchase,546795.02,5.081,03/25/2023
LNK-40529,FHA Purchase,285147.44,4.334,2019-12-11
LNK-90687,Refinance,1059809.67,4.745,2024-01-22
LNK-79697,ARM,515409.89,4.515,2021-01-05
LNK-16866, Fixed Purchase ,125600.32,5.031,2024-08-17
LNK-75177,Refinance,505442.21,3.794,2019-10-20
LNK-6383,Refinance,263560.45,4.400,2022-01-29
LNK-46508,Refinance,158757.84,6.265,2025-02-02
LNK-70827,Fixed Purchase,245218.67,7.157,2023-07-13
LNK-57148,Jumbo Purchase,1173272.83,8.053,2020-09-03
LNK-87706,Fixed Purchase,471984.70,4.767,2025-08-01
LNK-49571,Fixed Refinance,471543.04,6.568,2022-07-06
LNK-10038,ARM,588932.43,4.723,2025-04-06
LNK-67317,Fixed Purchase,552456.36,6.959,2024-08-09
LNK-85874,Jumbo Purchase,266804.90,6.733,2023-07-11
LNK-45725,Refinance,245305.91,5.670,05/12/2019
LNK-2658,Fixed Purchase,594661.09,6.490,2025-10-05
LNK-56057,Refinance,294123.95,7.195,2019-09-18
LNK-65251,Fixed Purchase,143121.52,5.714,06/01/2022
LNK-14833,Fixed Purchase,120119.64,5.875,2021-02-03
LNK-57822,Jumbo Purchase,291453.35,5.016,2024-11-17
LNK-48472,Fixed Purchase,362414.45,7.490,2023-08-10
LNK-84307,FHA Purchase,154088.65,6.983,2023-05-13
LNK-61258,Jumbo Purchase,154513.77,5.630,2024-04-28
LNK-93708,Refinance,251017.85,6.267,2024-02-23
LNK-21052,Fixed Purchase,161340.21,5.487,2021-10-08
LNK-58080,Jumbo Purchase,555393.07,6.256,2020-01-09
LNK-24086,Jumbo Purchase,329124.04,6.846,2022-05-03
LNK-97180,Jumbo Purchase,539666.48,4.531,2025-12-05
LNK-69386,ARM,572295.71,5.204,2023-05-31
LNK-86256,Fixed Purchase,558764.87,7.589,2025-01-11
LNK-36400,Jumbo Purchase,458453.54,4.695,2024-07-14
LNK-81728,Fixed Refinance,149858.38,6.422,2024-08-28
LNK-71539,ARM,326250.75,4.972,2024-03-08
LNK-64372,REFINANCE,446457.81,4.775%,2023-06-24
LNK-61931,ARM,90744.49,6.493,2022-09-01
LNK-58091,ARM,331825.99,5.531,2023-11-28
LNK-96817,Jumbo Purchase,535235.96,3.829,2020-02-16
LNK-78656,Fixed Purchase,481673.87,6.671,2019-02-15
LNK-36179,Fixed Purchase,276576.54,0.0390,2024-12-20
LNK-43245,Refinance,532528.11,5.964,2026-05-27
LNK-33177,ARM,653732.59,5.958,2021-04-06
LNK-12359,ARM,212619.07,4.660,2019-03-01
LNK-37559,Fixed Purchase,442887.96,7.588,2020-11-18
LNK-60087,Fixed Purchase,"$359,187.55",5.154,2026-01-11
LNK-32963,Fixed Purchase,374810.92,4.275,2021-05-25
LNK-99366,ARM,93022.10,3.144,2021-05-21
LNK-61910,Fixed Purchase,521070.42,5.355,2019-10-03
LNK-75691,ARM,495636.64,6.765,2025-01-05
LNK-80997,FHA Purchase,389524.71,4.162,2022-08-21
LNK-88580,Refinance,447676.78,6.175,2022-09-22
LNK-50674,Fixed Refinance,452879.43,6.065,2019-10-04
LNK-45092,Refinance,397994.75,5.962,2021-08-10
LNK-4761,Fixed Refinance,1257152.82,3.896,08/26/2021
LNK-65789,Fixed Refinance,949618.90,4.586,2020-09-13
LNK-43600,Refinance,212364.22,7.354,
LNK-24834,ARM,233797.65,5.914,2024-11-03
LNK-64904,ARM,519800.14,3.947,2022-09-18
LNK-28802,Fixed Purchase,113929.58,8.049,2021-06-30
LNK-47507,ARM,257075.79,3.122,2024-07-06
LNK-34862,Fixed Purchase,424386.32,4.638,2020-01-11
LNK-45608,Refinance,510449.70,5.430,2023-10-12
LNK-37655,Fixed Purchase,471095.46,4.517,2021-10-16
LNK-79139,Refinance,602733.31,6.850,2024-05-24
LNK-92905,FHA Purchase,298060.79,5.670,2024-08-31
LNK-37211,ARM,168394.98,4.883,2023-04-12
LNK-73848,Fixed Purchase,569954.51,6.087,2025-03-14
LNK-2330,Fixed Purchase,333053.41,5.382,2025-10-18
LNK-68715,ARM,467451.90,6.490,2019-01-18
LNK-26042,Refinance,473059.78,7.103,2023-06-05
LNK-12221,ARM,346909.85,5.277,2023-08-02
LNK-32635,FHA Purchase,151595.47,4.456,2023-11-23
