financial_id,loan_id,origination_salary,current_salary,origination_credit_score,current_credit_score
FIN-41045,LNK-35970,13233.72,14268.90,813,799
FIN-12841,LNK-21866,16423.79,17551.46,810,812
FIN-18896,LNK-92917,21905.98,21870.82,731,709
FIN-67302,LNK-15168,5274.05,4932.96,682,659
FIN-46040,LNK-51140,17084.51,,768,
FIN-32777,LNK-6075,9781.70,3782.43,648,547.0
FIN-64228,LNK-62694,18900.98,26788.76,728,771
FIN-94769,LNK-30154,9747.51,,613,
FIN-7364,LNK-27158,6259.65,6188.76,825,807
FIN-5326,LNK-61332,6938.92,8684.20,629,621
FIN-51140,LNK-46830,19453.06,19388.12,809,807
FIN-35721,LNK-41001,3570.85,2206.44,619,464
FIN-34267,LNK-30831,13355.39,13011.68,819,806
FIN-70607,LNK-30219,4916.44,,793,
FIN-73834,LNK-4101,7519.92,7451.90,643,623
FIN-45083,LNK-87511,10959.71,11583.79,624,613
FIN-38652,LNK-26313,4459.80,4356.91,710,686
FIN-70692,LNK-53227,5594.48,5443.88,618,619
FIN-63767,LNK-44025,5465.84,2508.16,741,672
FIN-45648,LNK-37517,5564.29,6093.42,581,593
FIN-33166,LNK-10099,19032.81,,720,
FIN-14976,LNK-37585,13917.71,14935.22,777,756
FIN-16263,LNK-47025,4398.00,4643.86,696,709
FIN-76845,LNK-85080,6260.38,6560.32,628,639
FIN-83804,LNK-67768,17396.62,18382.65,801,814
FIN-99755,LNK-53386,8212.02,7975.08,600,601
FIN-69194,LNK-90065,18499.83,23729.23,628,627
FIN-2285,LNK-71282,16360.26,15438.60,625,625
FIN-34544,LNK-44404,10715.49,10431.45,817,813
FIN-22852,LNK-4617,13811.91,5048.73,597,423
FIN-48462,LNK-16118,8651.81,9038.11,605,583
FIN-46883,LNK-35237,6454.94,6315.54,643,632
FIN-41765,LNK-24405,6699.19,6501.65,761,759
FIN-19765,LNK-77099,6515.35,6979.07,727,769
FIN-70390,LNK-35795,8210.72,8855.56,639,642
FIN-1846,LNK-6014,3433.69,3211.68,698,673
FIN-43465,LNK-15208,17136.47,16070.77,627,623
FIN-33450,LNK-79193,19577.42,14767.94,793,660
FIN-59204,LNK-57959,20472.17,20686.38,700,680
FIN-54765,LNK-46309,18938.90,18577.34,607,611
FIN-40673,LNK-96491,11333.44,7048.70,706,576
FIN-18303,LNK-42114,17665.23,18409.92,597,575.0
FIN-48862,LNK-58199,16645.29,21403.59,778,792
FIN-44649,LNK-80457,13325.37,13646.16,704,716
FIN-4914,LNK-68033,19875.80,19874.43,712,725
FIN-63871,LNK-16157,7747.84,7606.16,760,775.0
FIN-74024,LNK-51488,21861.11,20634.24,769,765
FIN-56610,LNK-76574,20682.80,19099.17,707,706
FIN-73174,LNK-25914,2928.76,2778.77,583,588
FIN-70472,LNK-34386,15242.22,15614.26,764,750
FIN-84563,LNK-6817,13954.56,16944.58,774,772
FIN-59540,LNK-93901,18739.74,25580.76,789,783
FIN-72349,LNK-58154,11173.31,141854.64,610,601
FIN-53020,LNK-1221,19814.10,24260.43,580,607
FIN-4593,LNK-69146,14119.69,14845.38,722,716
FIN-89963,LNK-71575,3740.01,5415.03,707,741
FIN-24648,LNK-91027,6027.30,4629.45,785,729
FIN-6510,LNK-95297,18606.99,25379.15,601,608
FIN-30974,LNK-98248,11711.60,14670.05,805,801
FIN-95647,LNK-97605,9248.35,9652.18,733,733
FIN-78344,LNK-88900,3340.89,3181.75,661,674
FIN-18047,LNK-26825,16150.99,15148.51,731,716
FIN-23122,LNK-48739,9598.74,13320.37,632,645
FIN-17035,LNK-57531,19225.27,24561.70,769,801
FIN-33650,LNK-10171,8220.33,,624,
FIN-10851,LNK-88062,12322.99,6902.59,648,592
FIN-63984,LNK-44279,11879.37,11158.34,613,595
FIN-5480,LNK-82678,12335.44,13211.50,652,658
FIN-13193,LNK-42145,7384.15,9567.55,739,771
FIN-82452,LNK-17334,9195.37,8777.77,640,638
FIN-94989,LNK-95339,13910.83,13074.39,669,653
FIN-43733,LNK-40363,18973.19,17642.28,677,668.0
FIN-74424,LNK-67469,13896.25,9927.97,608,565
FIN-53597,LNK-41538,10868.39,10327.84,674,664
FIN-55356,LNK-88410,6887.44,4780.54,702.0,654
FIN-28374,LNK-54528,8961.99,8435.18,784,789
FIN-78577,LNK-43753,7320.10,8207.11,756,765
FIN-76587,LNK-53743,14285.88,14397.56,705,696
FIN-87747,LNK-92384,5178.69,4895.02,731,743
FIN-18264,LNK-39752,17123.36,7771.29,622,464
FIN-71771,LNK-73667,7043.74,6998.76,690,686
FIN-62862,LNK-17683,2955.04,3026.44,755,758
FIN-75168,LNK-26144,17354.28,"$16,844.11",703.0,709
FIN-69745,LNK-56108,17794.71,17677.07,632,611
FIN-64443,LNK-88153,15650.89,16003.32,632,629
FIN-21903,LNK-50695,20559.85,,706,
FIN-69078,LNK-89777,14082.12,17374.11,592,621
FIN-66151,LNK-99059,3465.08,4165.77,759,803.0
FIN-27605,LNK-23810,15158.12,17046.54,736,742
FIN-92706,LNK-81676,13871.06,13599.34,791,795
FIN-10999,LNK-75593,18286.46,17773.01,682,693
FIN-33977,LNK-40446,7174.32,9378.89,649,656
FIN-21644,LNK-54225,3960.51,4183.31,617,661
FIN-41594,LNK-72819,17174.53,17510.42,669,661
FIN-75368,LNK-1053,5684.87,71667.48,797,820
FIN-48486,LNK-40829,12494.66,16192.84,736,765
FIN-54568,LNK-38606,6911.26,5054.79,740,700
FIN-23764,LNK-28549,11407.32,12936.53,658,698
FIN-76533,LNK-57346,14975.89,7431.45,707,526
FIN-15824,LNK-77019,8551.71,7940.38,603,604
FIN-63113,LNK-80516,20714.01,24934.27,657,700
FIN-88363,LNK-86813,20244.96,21829.39,580,566
FIN-76685,LNK-43237,18746.16,17998.29,679,693
FIN-52419,LNK-61946,6056.65,7739.47,581,602
FIN-40376,LNK-58905,4400.51,4517.67,638,630
FIN-16054,LNK-58954,"$20,330.94",27865.08,817,828
FIN-56982,LNK-89555,7776.41,10407.15,592,608
FIN-2093,LNK-29010,215940.84,22677.31,599,592
FIN-31730,LNK-68000,21908.08,21526.64,666,649
FIN-26519,LNK-63021,14942.21,241361.88,580,580
FIN-24953,LNK-97463,14955.67,,678,
FIN-72028,LNK-23241,14461.56,14842.09,601,609
FIN-73968,LNK-87356,20221.09,19223.77,752,739
FIN-67395,LNK-12114,9705.40,10736.03,667,695
FIN-1868,LNK-38196,4092.87,5438.02,805,815
FIN-62735,LNK-68561,11233.50,11533.63,766,771
FIN-1588,LNK-88012,13663.74,"$15,318.03",785,794
FIN-3540,LNK-83960,6067.53,8464.90,744,777
FIN-43491,LNK-82167,8236.29,8777.23,649,656
FIN-11299,LNK-44933,4915.04,1906.25,788,729
FIN-92957,LNK-13240,16112.65,16311.79,628,640
FIN-6416,LNK-99453,19210.64,18146.64,811,793
FIN-24435,LNK-31784,222710.28,10255.83,807,627
FIN-70084,LNK-89184,14690.17,14226.49,658.0,660
FIN-64919,LNK-41687,12461.37,180401.04,673,702
FIN-41923,LNK-30444,50673.24,4198.01,820,833
FIN-45364,LNK-27100,15511.83,"$15,928.85",823,836
FIN-90754,LNK-20313,20332.30,19594.19,743,754
FIN-11392,LNK-4201,20250.08,21208.79,764,746
FIN-20669,LNK-7057,3288.38,1433.11,721,602
FIN-3779,LNK-33092,6980.38,7347.63,716,701
FIN-20285,LNK-63277,7327.79,7035.51,763,738
FIN-90273,LNK-81120,5632.99,7570.23,644,659
FIN-21868,LNK-10545,10346.86,,779,
FIN-96764,LNK-60692,5477.20,5770.81,773,764
FIN-93184,LNK-55321,13108.41,12142.28,694,699
FIN-86994,LNK-83544,8769.99,6695.20,630,591
FIN-99585,LNK-76454,12275.07,17306.72,761,776
FIN-1475,LNK-26485,8605.77,11448.43,809,850
FIN-11783,LNK-95155,19374.55,10694.16,666,521
FIN-95785,LNK-92272,18982.48,8703.39,635,454
FIN-65107,LNK-51328,9911.12,6537.03,788,751
FIN-48297,LNK-65799,"$12,266.49",14271.61,698,739
FIN-40001,LNK-53383,113010.84,9186.06,806,785
FIN-49047,LNK-32979,18367.80,23640.17,633,660
FIN-36597,LNK-20342,21963.31,22750.19,772,761
FIN-9758,LNK-86990,8926.00,9005.34,606,616
FIN-53212,LNK-91128,20615.79,21961.05,745,732
FIN-37100,LNK-1726,14829.92,18296.68,746,763
FIN-70445,LNK-99430,11979.60,16980.43,650,651
FIN-66311,LNK-14970,7259.18,8947.98,746,750
FIN-82200,LNK-56724,14592.56,13974.45,790,770
FIN-19020,LNK-29683,15888.49,16332.00,746,733
FIN-87317,LNK-24053,8799.26,8175.61,581,586
FIN-92249,LNK-92214,21935.87,12410.63,581,533
FIN-9932,LNK-68889,17667.07,17052.40,727,741
FIN-8281,LNK-61889,20328.51,19829.25,676,683
FIN-36266,LNK-7582,21197.28,8093.37,719,531
FIN-54187,LNK-74060,20309.49,20669.82,790,781
FIN-55401,LNK-33662,17005.08,16110.79,810,808
FIN-18250,LNK-16906,9263.62,9776.61,628,605
FIN-62140,LNK-60829,14556.81,13616.48,685,673
FIN-42882,LNK-18477,9604.24,,814,
FIN-86227,LNK-61901,10685.84,10014.35,638,640
FIN-97956,LNK-88500,17321.15,18255.22,798,809
FIN-3347,LNK-70616,7634.73,7630.61,815,799
FIN-13802,LNK-74259,7807.65,8060.07,795,802
FIN-47597,LNK-79047,11749.54,12522.84,761,763
FIN-23428,LNK-42588,18660.34,11849.04,719,557
FIN-54182,LNK-99992,4339.42,3066.25,714,683
FIN-90252,LNK-59008,13747.89,14725.71,658,661
FIN-90200,LNK-81301,19150.90,18044.83,790,772
FIN-75862,LNK-95276,5895.64,8426.03,688,693
FIN-59630,LNK-67162,12362.44,13328.34,658,686
FIN-34143,LNK-56933,6752.21,7373.83,584,608
FIN-37146,LNK-72810,5909.90,6209.09,767,763
FIN-23388,LNK-59446,13964.13,14702.61,586,576
FIN-7658,LNK-21861,13024.90,12021.90,760,761
FIN-31121,LNK-98472,21075.23,27840.47,814,806
FIN-95543,LNK-63216,12415.36,12825.41,586,595
FIN-53198,LNK-59991,3674.39,3952.18,596,598
FIN-8261,LNK-34972,11835.18,12389.14,629,615
FIN-64082,LNK-99536,8205.74,8177.18,814,789
FIN-71065,LNK-33406,5264.50,2287.26,659,595
FIN-45781,LNK-84579,16705.35,15715.62,591,592
FIN-39319,LNK-37347,19519.14,22792.33,681,671
FIN-97330,LNK-69327,14876.92,6023.39,666,569
FIN-72152,LNK-64517,17107.81,16103.67,764,769
FIN-25725,LNK-83149,21971.32,24193.97,639,667
FIN-27432,LNK-32358,10926.65,14499.44,613,645.0
FIN-2755,LNK-36992,10053.24,13414.13,784,822
FIN-76086,LNK-58654,17363.29,22081.35,763,788.0
FIN-49819,LNK-11155,18604.89,18533.81,692,690
FIN-67543,LNK-94525,6980.56,7155.11,612,600
FIN-65672,LNK-38450,4413.27,60335.52,696,727
FIN-19580,LNK-31735,5886.15,5864.07,589,581
FIN-32183,LNK-36614,14069.03,14607.62,684,691
FIN-91281,LNK-45020,4422.29,5450.46,765,769
FIN-73796,LNK-42904,13140.18,13958.14,728,760
FIN-29333,LNK-71798,8784.61,10095.19,742,782
FIN-53153,LNK-11561,19626.36,24611.45,738,740.0
FIN-71111,LNK-19136,4836.03,6311.14,641,673
FIN-93696,LNK-20769,5492.02,5297.76,658,671
FIN-85444,LNK-31311,7322.33,6831.62,724,719
FIN-56868,LNK-51205,20908.58,,687,
FIN-7419,LNK-91957,21560.73,30948.56,599,638
FIN-12524,LNK-21028,11605.82,13049.17,755,767
FIN-35028,LNK-93591,15258.51,20634.15,752,762
FIN-44984,LNK-29043,20789.82,25572.94,820,843
FIN-59383,LNK-9418,15808.59,16310.78,708,716
FIN-78911,LNK-55377,18207.88,20318.12,763,799.0
FIN-21123,LNK-54424,21489.91,16466.54,769.0,588
FIN-31031,LNK-44369,5484.89,7789.79,585,624
FIN-53603,LNK-72121,8758.83,9435.19,611,651
FIN-64625,LNK-62069,10528.62,12600.91,705,729
FIN-10892,LNK-55496,19936.09,"$21,347.92",585,579
FIN-36113,LNK-9161,10650.01,5732.87,823,702
FIN-98193,LNK-28110,133456.20,13014.73,822,843
FIN-87987,LNK-56069,7768.21,7730.95,609,585
FIN-70668,LNK-52049,149279.40,11472.18,642,627
FIN-45858,LNK-77556,17709.92,23268.10,637,677
FIN-66557,LNK-92163,11700.75,8518.71,748,666
FIN-93234,LNK-3560,13672.86,13635.42,808,799
FIN-14070,LNK-76456,18368.80,8196.26,778,602
FIN-82390,LNK-50857,21241.72,19885.99,698,701
FIN-84134,LNK-63518,19664.33,19947.15,616,607
FIN-61332,LNK-1772,13813.32,12757.61,798,806
FIN-1913,LNK-47105,20638.55,22159.10,710,727
FIN-13537,LNK-40139,8337.52,3232.31,647,548
FIN-48838,LNK-99759,18459.34,12999.32,622,550
FIN-6804,LNK-52116,"$4,348.94",4665.32,642,649
FIN-95682,LNK-55921,17371.44,216089.76,619,616
FIN-15006,LNK-71545,18276.45,16897.19,788,784
FIN-75120,LNK-98978,5450.99,3500.80,619.0,481
FIN-57660,LNK-97289,18575.09,18982.22,609,621
FIN-66057,LNK-72582,20098.81,18580.20,582,588
FIN-80862,LNK-80069,16950.50,16147.46,780,757
FIN-64358,LNK-29906,5269.02,3444.38,647,498
FIN-88727,LNK-64993,10937.57,14345.65,822,827
FIN-18332,LNK-29760,117819.84,9449.96,614,609
FIN-4631,LNK-36774,5102.45,5579.36,755,765
FIN-81927,LNK-58125,14726.54,17295.34,768,767
FIN-17924,LNK-64654,16274.11,17188.11,664,659
FIN-46927,LNK-4804,17453.22,20537.07,619,634
FIN-10648,LNK-51968,16620.86,15450.82,607,599
FIN-75902,LNK-45057,13946.17,16378.07,588,589
FIN-18130,LNK-88670,5364.48,5253.27,638,635.0
FIN-7058,LNK-90016,16118.36,21674.74,740,751
FIN-16618,LNK-53994,6090.78,5931.02,817,823
FIN-74708,LNK-95919,19558.88,24514.95,729,762
FIN-21281,LNK-22632,14904.68,14217.44,646,639
FIN-73051,LNK-62261,9676.07,9987.61,706,712
FIN-95872,LNK-17728,"$8,277.27",10563.43,647,687
FIN-95485,LNK-82560,3451.34,,592,
FIN-47246,LNK-71008,13711.36,19464.25,679,688
FIN-17558,LNK-4534,5217.39,6432.99,786,799
FIN-32231,LNK-52645,148071.72,12902.29,788,798
FIN-30732,LNK-78580,15310.47,16056.30,585,597
FIN-93409,LNK-74975,5128.64,70877.76,699,699
FIN-20581,LNK-87900,7663.00,,734,
FIN-75069,LNK-4552,17308.79,12552.99,737,603
FIN-59977,LNK-12003,14938.88,13818.06,724,708
FIN-1491,LNK-85246,5412.66,7616.17,606,641
FIN-36212,LNK-57179,6664.80,9061.07,635,633
FIN-76412,LNK-18786,15262.43,15702.96,757,769
FIN-85861,LNK-61515,"$15,740.54",16834.63,646,638
FIN-26913,LNK-24819,11630.64,10989.18,816,806
FIN-99821,LNK-7590,17898.08,19073.13,725,726
FIN-63471,LNK-35099,9253.57,11953.75,771,783
FIN-77741,LNK-50689,9597.55,9608.41,609,595
FIN-45625,LNK-43906,6506.48,4355.01,653,499
FIN-67259,LNK-28742,4844.23,5115.51,818,810
FIN-22171,LNK-60598,5898.91,5623.94,800,783
FIN-78776,LNK-43840,4765.35,5006.06,761,737
FIN-14518,LNK-45236,8114.04,65994.48,679,575
FIN-46045,LNK-50692,56478.48,2447.39,709,539
FIN-71192,LNK-37471,21324.62,22818.11,761,744
FIN-83789,LNK-99567,14379.54,10047.35,654,550
FIN-49752,LNK-56255,6058.40,7635.74,763,761.0
FIN-43298,LNK-34065,20680.05,20618.90,649,635
FIN-17369,LNK-11735,6835.76,"$7,770.95",772,776
FIN-11135,LNK-62644,21899.77,"$22,710.62",614,617
FIN-57276,LNK-3540,6946.21,7219.81,627,607
FIN-28657,LNK-99176,9418.48,3881.16,580,515
FIN-80214,LNK-71702,5970.57,6346.99,740,731
FIN-85662,LNK-7826,16180.64,17157.20,750,749
FIN-59147,LNK-46870,20587.74,21821.64,597,595
FIN-11915,LNK-30389,11946.93,51876.72,626,437
FIN-38017,LNK-86215,13541.10,7500.81,587,542
FIN-79845,LNK-9993,3793.40,4000.55,699,702
FIN-22610,LNK-86426,20167.53,8240.06,701,560
FIN-3542,LNK-6276,8083.02,3961.52,667,490
FIN-62164,LNK-99858,17530.11,21589.16,813,826
FIN-44810,LNK-5067,18725.56,23597.84,685,709
FIN-61226,LNK-33411,2804.97,1172.01,587,540
FIN-40676,LNK-27130,11969.71,17086.84,611,634
FIN-92224,LNK-3671,17249.62,16366.41,732,727
FIN-15509,LNK-82439,17630.57,7834.45,788,681
FIN-41602,LNK-20973,20213.11,25396.51,698,710
FIN-25054,LNK-32266,9726.95,,622,
FIN-40194,LNK-17544,20770.18,19296.95,691,666
FIN-74569,LNK-63070,8233.78,4127.59,623,504
FIN-62308,LNK-88747,7043.87,3871.77,740,689.0
FIN-32224,LNK-15993,15272.82,15960.39,663,659
FIN-77391,LNK-74920,9291.22,11939.96,727,765
FIN-55007,LNK-29569,9236.95,9722.95,692,678
FIN-21768,LNK-61952,123646.44,10595.93,612,615
FIN-51525,LNK-92680,11041.57,11112.55,611,604
FIN-18076,LNK-34586,5379.20,5781.69,637,647
FIN-46328,LNK-49351,15512.90,20520.33,756,762
FIN-79812,LNK-22992,5607.74,5505.51,749,736
FIN-11450,LNK-80415,14411.66,174987.36,653,634
FIN-68781,LNK-80593,19673.34,26575.98,676,694
FIN-72488,LNK-99032,3443.44,3541.94,752,753
FIN-32160,LNK-95156,16926.90,22488.90,793,806
FIN-91846,LNK-16012,11373.16,12206.10,602,580
FIN-10186,LNK-22465,18372.09,18786.88,689,682
FIN-24306,LNK-41768,149722.44,12782.54,695,704
FIN-40371,LNK-76849,8887.00,8250.53,620,612
FIN-86607,LNK-4365,19673.24,13441.56,671,633
FIN-76380,LNK-41888,5626.62,8118.48,819,837
FIN-62581,LNK-76470,7991.82,2938.39,740,700
FIN-96370,LNK-89781,9415.56,13042.44,675,690
FIN-59921,LNK-50192,6225.94,6422.42,730,713
FIN-31885,LNK-52990,18806.64,26821.83,636,668
FIN-85641,LNK-94718,16725.08,15944.60,667,673
FIN-57917,LNK-26995,9792.75,14161.20,598,597
FIN-93835,LNK-10961,2893.31,2819.90,748,755
FIN-61435,LNK-78607,9499.39,9297.87,616,610
FIN-23524,LNK-91520,17691.39,16295.63,718,693
FIN-99500,LNK-83213,9205.97,,684,
FIN-34801,LNK-32830,21111.64,15957.09,648,476
FIN-39937,LNK-14356,21530.32,26100.45,747,749
FIN-26070,LNK-92382,12699.19,13585.51,648,662
FIN-84277,LNK-40529,14359.62,20050.30,785,803
FIN-41070,LNK-90687,3330.17,3086.94,591,567
FIN-26893,LNK-79697,20821.91,9892.46,641,514
FIN-83531,LNK-16866,"$3,402.63",1616.25,731,561
FIN-45906,LNK-75177,15481.14,21777.24,652,654
FIN-40885,LNK-6383,11203.51,14618.02,796,810
FIN-82610,LNK-46508,20280.16,19262.77,600,597
FIN-61612,LNK-70827,16391.16,272023.68,769,779
FIN-69012,LNK-57148,9993.40,9880.01,714,698
FIN-65934,LNK-87706,13152.91,12241.82,623,629
FIN-22599,LNK-49571,19741.67,18954.19,765,778
FIN-80115,LNK-10038,11826.42,12221.52,755,766
FIN-50334,LNK-67317,14953.46,10036.62,727,686
FIN-48435,LNK-85874,12863.74,18232.07,611,621
FIN-63462,LNK-45725,3257.16,3425.07,634,617
FIN-15459,LNK-2658,2929.04,4186.27,646,685
FIN-45244,LNK-56057,11504.88,12407.19,792,834
FIN-54228,LNK-65251,4920.89,,677,
FIN-99655,LNK-14833,8860.49,9339.42,727,707
FIN-94192,LNK-57822,10515.89,12346.15,692,723
FIN-41289,LNK-48472,20476.00,29248.82,772,814
FIN-30202,LNK-84307,9950.90,"$9,844.26",682.0,673
FIN-68964,LNK-61258,10365.74,9744.99,708,704
FIN-89650,LNK-93708,5481.82,5332.30,662,648
FIN-85880,LNK-21052,9784.13,9977.00,712,718
FIN-6637,LNK-58080,"$14,191.07",15317.43,699,697
FIN-21537,LNK-24086,8096.78,4404.70,755,706
FIN-81397,LNK-97180,3579.37,4001.98,791,815
FIN-7144,LNK-69386,15845.22,,755,
FIN-30673,LNK-86256,10094.15,9779.68,800,802
FIN-36417,LNK-36400,3518.52,2603.79,645,518
FIN-70984,LNK-81728,4508.07,6536.39,790,795
FIN-85839,LNK-71539,3180.51,2432.46,785,725
FIN-3459,LNK-64372,3211.88,3212.79,662,658
FIN-84978,LNK-61931,8939.83,4293.78,619,574
FIN-39905,LNK-58091,9397.17,9264.96,697,688
FIN-17431,LNK-96817,16384.22,15905.49,819.0,822
FIN-39405,LNK-78656,19690.14,19695.40,762,742
FIN-62721,LNK-36179,"$9,101.03",13033.55,813,842
FIN-77176,LNK-43245,19633.95,22212.55,795.0,819
FIN-55887,LNK-33177,13843.22,18658.17,691,723
FIN-7627,LNK-12359,11708.33,11035.55,821,820
FIN-83114,LNK-37559,16096.01,16739.78,608,610
FIN-5007,LNK-60087,19325.66,22661.41,700,716
FIN-95502,LNK-32963,6027.92,"$6,318.91",755,764
FIN-7532,LNK-99366,11086.99,15351.09,704,731
FIN-75399,LNK-61910,11134.86,11737.85,806,784
FIN-38628,LNK-75691,19652.33,15616.18,789,725
FIN-2243,LNK-80997,14448.98,10171.82,738,628
FIN-79827,LNK-88580,17031.15,23582.59,628,652
FIN-9626,LNK-50674,11520.57,4698.93,778,681
FIN-55912,LNK-45092,13784.92,14665.03,767,766
FIN-92619,LNK-4761,8651.12,10020.29,756,757
FIN-47443,LNK-65789,55223.16,4534.21,741,731
FIN-64298,LNK-43600,21719.89,21796.08,653,640
FIN-30891,LNK-24834,10158.61,,603,
FIN-63636,LNK-64904,45961.92,3715.79,798,811
FIN-55421,LNK-28802,18893.14,8939.19,620,445
FIN-17704,LNK-47507,8235.18,8568.57,668,646
FIN-38746,LNK-34862,9886.19,13329.07,634,671
FIN-22992,LNK-45608,20879.89,22065.76,743,754
FIN-54151,LNK-37655,11740.11,5534.56,657,518
FIN-51062,LNK-79139,20220.13,11482.96,751,703
FIN-92032,LNK-92905,15811.42,18129.54,817,815
FIN-91947,LNK-37211,12188.09,11643.26,691,688
FIN-19143,LNK-73848,11264.05,4587.55,671,620
FIN-17500,LNK-2330,9281.02,9914.73,653,657
FIN-48968,LNK-68715,6250.71,6178.69,666,656
FIN-35301,LNK-26042,18133.83,19207.24,735.0,727
FIN-78843,LNK-12221,16389.81,23514.26,668,661
FIN-21157,LNK-32635,4685.86,6476.81,636,666
FIN-5332,LNK-95381,3770.35,2369.40,769,717
FIN-29943,LNK-54271,15165.45,14391.25,653,656
FIN-55079,LNK-65038,6932.19,8845.40,792,790
FIN-79590,LNK-73768,14390.52,7950.26,608,571
FIN-31268,LNK-32499,21738.82,20842.90,758,756
FIN-7953,LNK-91519,15624.78,7492.40,626,457
FIN-79044,LNK-63402,4519.79,5083.81,625,617
FIN-12079,LNK-85659,16359.00,262789.20,663,691
FIN-36183,LNK-94302,2874.02,2759.72,680,671
FIN-83513,LNK-65332,10332.08,9853.11,621,632
FIN-8687,LNK-59743,10833.34,4510.02,756,567
FIN-14140,LNK-3260,11697.06,8935.76,825,748
FIN-89967,LNK-13196,12404.34,12328.56,592,607
FIN-44527,LNK-39566,19744.03,19887.35,751,756
FIN-20439,LNK-30045,14350.43,,675,
FIN-62179,LNK-54005,3637.08,1371.17,688,552
FIN-32683,LNK-91673,5497.80,5814.88,745,750
FIN-15251,LNK-32890,19786.41,19373.83,685,667
FIN-94158,LNK-41135,13412.61,13332.18,587,577
FIN-15896,LNK-88026,18225.77,17409.90,762,755
FIN-99584,LNK-77225,9591.18,12989.21,685,729
FIN-61308,LNK-49368,8272.88,8901.81,655,692
FIN-25162,LNK-63031,6653.36,3264.63,632,522
FIN-24891,LNK-73544,17320.91,21752.80,607,647
FIN-52904,LNK-70588,"$21,853.96",22464.54,671,682
FIN-41729,LNK-46056,13934.38,13737.83,590,605
FIN-9628,LNK-56771,20432.85,234167.40,770,765
FIN-34898,LNK-98771,164782.56,13231.05,645,660
FIN-65401,LNK-73140,2967.13,2334.67,612,505
FIN-44025,LNK-44357,7898.85,8426.88,742,740
FIN-56194,LNK-47112,6600.83,,681,
FIN-75917,LNK-93124,4145.66,2252.50,634,458
FIN-2670,LNK-60473,19048.08,7330.94,782,716
FIN-2510,LNK-36509,14134.48,5049.73,779,640
FIN-84117,LNK-41189,17338.42,18667.07,628,641
FIN-9621,LNK-33951,14461.23,13505.51,752,746
FIN-69380,LNK-31217,20037.18,18516.20,786,788
FIN-35851,LNK-16814,15618.20,17636.92,593,617
FIN-17498,LNK-95540,20729.57,27207.73,772,793
FIN-81003,LNK-26242,15991.13,12439.47,692,631
FIN-30199,LNK-42359,8626.21,8477.33,735,729
FIN-29498,LNK-16670,7062.04,9730.31,754,780
FIN-81061,LNK-98370,6838.94,6465.55,754,751
FIN-70138,LNK-71236,3114.88,3154.39,665,680
FIN-97595,LNK-91461,13760.59,"$16,523.74",724,762
FIN-36769,LNK-25267,6845.73,7578.92,694,731
FIN-59769,LNK-26105,12166.56,11785.35,791,792
FIN-41130,LNK-29361,18544.72,"$17,552.64",594,586
FIN-22441,LNK-97810,6494.79,"$7,445.53",743,749
FIN-21698,LNK-64464,21580.31,20217.66,670,651
FIN-76393,LNK-37241,8526.63,10270.62,719,712
FIN-71609,LNK-95972,19505.71,19512.43,720,719
FIN-84541,LNK-78278,17127.23,24531.19,821,805
FIN-32766,LNK-69765,8019.31,8525.02,645,621
FIN-85853,LNK-79222,15859.47,20775.97,812,841
FIN-43341,LNK-38093,12786.72,13210.78,686,666
FIN-81800,LNK-14176,8554.16,5155.17,718,586
FIN-55690,LNK-26443,7318.44,3376.79,587,428
FIN-90704,LNK-39829,17031.07,16815.33,597,580
FIN-55452,LNK-30816,17967.72,19306.12,734,724.0
FIN-91903,LNK-48301,14510.49,15764.54,752,752
FIN-64084,LNK-24519,18156.13,8111.75,708,611
FIN-63477,LNK-40618,2913.35,1779.98,673,521
FIN-11802,LNK-2854,20621.07,21696.57,743,731
FIN-47256,LNK-93801,8388.90,5024.88,600,452
FIN-33662,LNK-17591,6324.95,3906.68,689,622
FIN-79004,LNK-36954,18807.88,18349.52,584,574
FIN-3605,LNK-6965,17647.04,"$17,139.37",811,822
FIN-23126,LNK-8146,3063.83,4062.96,747,774
FIN-22779,LNK-73529,17234.87,9622.42,802,699
FIN-57528,LNK-39290,19764.64,22129.79,655,699
FIN-22433,LNK-92411,7378.39,10061.64,710,749
FIN-98223,LNK-17551,9956.19,4760.11,706,593
FIN-40478,LNK-84606,5013.16,5114.51,809,819
FIN-61944,LNK-99669,5360.79,4209.90,811,629
FIN-96498,LNK-65340,"$3,821.99",,767,
FIN-31969,LNK-14446,19495.75,22046.62,740,775
